YM,Type,Policy_Rate,US_TP10,US_TP10_base,US_TP10_up,US_TP10_down,US_TP10_bp,US_TP10_base_bp,US_TP10_up_bp,US_TP10_down_bp,Yield_2Y,RN_2Y,TP_2Y,Yield_5Y,RN_5Y,TP_5Y,Yield_10Y,RN_10Y,TP_10Y,Yield_20Y,RN_20Y,TP_20Y,Yield_30Y,RN_30Y,TP_30Y,Yield_40Y,RN_40Y,TP_40Y,Fan_hi_10Y,Fan_lo_10Y,Fan_hi_TP_10Y,Fan_lo_TP_10Y,Fan_hi_20Y,Fan_lo_20Y,Fan_hi_TP_20Y,Fan_lo_TP_20Y,Fan_hi_30Y,Fan_lo_30Y,Fan_hi_TP_30Y,Fan_lo_TP_30Y,Fan_hi_40Y,Fan_lo_40Y,Fan_hi_TP_40Y,Fan_lo_TP_40Y
2011-02,actual,0.0910,2.1621,,,,216.2,,,,0.2347,0.1389,0.0958,0.5651,0.4315,0.1336,1.3542,0.6228,0.7314,2.1094,0.6621,1.4474,2.2119,0.5939,1.6180,2.3487,0.6315,1.7172,,,,,,,,,,,,,,,,
2011-03,actual,0.0620,2.1360,,,,213.6,,,,0.1938,0.1183,0.0755,0.4948,0.4024,0.0925,1.3418,0.5925,0.7493,2.1579,0.6425,1.5154,2.2842,0.5860,1.6982,2.4672,0.6289,1.8383,,,,,,,,,,,,,,,,
2011-04,actual,0.0640,2.2370,,,,223.7,,,,0.1883,0.1068,0.0815,0.4728,0.3704,0.1024,1.3026,0.5495,0.7531,2.1266,0.6017,1.5249,2.2478,0.5515,1.6963,2.4250,0.5967,1.8283,,,,,,,,,,,,,,,,
2011-05,actual,0.0670,2.0888,,,,208.9,,,,0.1713,0.1086,0.0628,0.4442,0.3608,0.0834,1.2524,0.5363,0.7161,2.0468,0.5965,1.4504,2.1765,0.5552,1.6212,2.3604,0.6037,1.7567,,,,,,,,,,,,,,,,
2011-06,actual,0.0670,2.2942,,,,229.4,,,,0.1657,0.1126,0.0531,0.4346,0.3642,0.0704,1.2157,0.5385,0.6772,1.9918,0.5950,1.3968,2.1413,0.5495,1.5917,2.3592,0.5934,1.7658,,,,,,,,,,,,,,,,
2011-07,actual,0.0780,1.9888,,,,198.9,,,,0.1559,0.1096,0.0464,0.3869,0.3322,0.0547,1.1775,0.4931,0.6844,1.9666,0.5583,1.4084,2.1384,0.5263,1.6120,2.4120,0.5744,1.8376,,,,,,,,,,,,,,,,
2011-08,actual,0.0750,1.2682,,,,126.8,,,,0.1351,0.0982,0.0369,0.3667,0.3191,0.0475,1.1383,0.4837,0.6546,1.9389,0.5571,1.3817,2.1238,0.5319,1.5919,2.4713,0.5820,1.8894,,,,,,,,,,,,,,,,
2011-09,actual,0.0750,0.6520,,,,65.2,,,,0.1407,0.0998,0.0409,0.3982,0.3255,0.0727,1.0967,0.4960,0.6007,1.8232,0.5729,1.2503,2.0101,0.5480,1.4621,2.2488,0.5966,1.6522,,,,,,,,,,,,,,,,
2011-10,actual,0.0810,1.0471,,,,104.7,,,,0.1477,0.1067,0.0411,0.4154,0.3289,0.0865,1.1189,0.4997,0.6192,1.8762,0.5845,1.2918,2.0605,0.5682,1.4923,2.4122,0.6218,1.7904,,,,,,,,,,,,,,,,
2011-11,actual,0.0810,0.8980,,,,89.8,,,,0.1453,0.0862,0.0591,0.4322,0.3132,0.1189,1.1471,0.4881,0.6590,1.8930,0.5715,1.3215,2.0512,0.5524,1.4988,2.3562,0.6061,1.7501,,,,,,,,,,,,,,,,
2011-12,actual,0.0750,0.5995,,,,59.9,,,,0.1357,0.0803,0.0554,0.3639,0.2698,0.0941,1.0428,0.4238,0.6190,1.8222,0.5129,1.3093,1.9726,0.5082,1.4644,2.2690,0.5685,1.7005,,,,,,,,,,,,,,,,
2012-01,actual,0.0750,0.5933,,,,59.3,,,,0.1336,0.0947,0.0389,0.3602,0.2836,0.0766,1.0266,0.4350,0.5916,1.8229,0.5223,1.3006,1.9837,0.5170,1.4667,2.2904,0.5764,1.7140,,,,,,,,,,,,,,,,
2012-02,actual,0.0810,0.6837,,,,68.4,,,,0.1103,0.0995,0.0108,0.3348,0.2965,0.0382,1.0265,0.4537,0.5728,1.8391,0.5462,1.2929,2.0110,0.5440,1.4669,2.2908,0.6056,1.6852,,,,,,,,,,,,,,,,
2012-03,actual,0.0760,1.0150,,,,101.5,,,,0.1179,0.1090,0.0089,0.3453,0.3217,0.0236,1.0267,0.4868,0.5398,1.8439,0.5781,1.2657,2.0163,0.5722,1.4441,2.2478,0.6332,1.6147,,,,,,,,,,,,,,,,
2012-04,actual,0.0800,0.6868,,,,68.7,,,,0.1106,0.1031,0.0075,0.2846,0.2828,0.0018,0.9386,0.4291,0.5095,1.7953,0.5211,1.2741,1.9851,0.5231,1.4620,2.2333,0.5849,1.6485,,,,,,,,,,,,,,,,
2012-05,actual,0.0950,0.0752,,,,7.5,,,,0.1025,0.0898,0.0127,0.2527,0.2416,0.0111,0.8833,0.3772,0.5061,1.7229,0.4824,1.2405,1.8963,0.5020,1.3943,2.1519,0.5728,1.5791,,,,,,,,,,,,,,,,
2012-06,actual,0.0760,0.1626,,,,16.3,,,,0.1020,0.1063,-0.0043,0.2374,0.2727,-0.0353,0.8664,0.4182,0.4482,1.7649,0.5264,1.2384,2.0087,0.5450,1.4637,2.2998,0.6113,1.6885,,,,,,,,,,,,,,,,
2012-07,actual,0.0900,0.0602,,,,6.0,,,,0.1003,0.0955,0.0049,0.2180,0.2494,-0.0314,0.8294,0.3910,0.4384,1.7044,0.5046,1.1998,1.9311,0.5304,1.4008,2.2148,0.6008,1.6140,,,,,,,,,,,,,,,,
2012-08,actual,0.0930,0.1572,,,,15.7,,,,0.0986,0.1085,-0.0099,0.2334,0.2724,-0.0390,0.8467,0.4182,0.4285,1.7518,0.5285,1.2233,1.9969,0.5490,1.4480,2.3098,0.6156,1.6942,,,,,,,,,,,,,,,,
2012-09,actual,0.0780,0.2551,,,,25.5,,,,0.1005,0.1092,-0.0087,0.2134,0.2771,-0.0636,0.7949,0.4244,0.3705,1.7544,0.5360,1.2184,1.9862,0.5589,1.4273,2.2506,0.6290,1.6217,,,,,,,,,,,,,,,,
2012-10,actual,0.0890,0.2757,,,,27.6,,,,0.0982,0.1139,-0.0157,0.2134,0.2969,-0.0835,0.8017,0.4545,0.3472,1.8033,0.5687,1.2346,2.0478,0.5908,1.4569,2.3212,0.6609,1.6602,,,,,,,,,,,,,,,,
2012-11,actual,0.0910,0.1870,,,,18.7,,,,0.0980,0.1114,-0.0133,0.1890,0.2814,-0.0924,0.7456,0.4349,0.3107,1.7869,0.5568,1.2301,2.0403,0.5891,1.4512,2.2972,0.6633,1.6339,,,,,,,,,,,,,,,,
2012-12,actual,0.0760,0.3997,,,,40.0,,,,0.0976,0.1009,-0.0033,0.1974,0.3025,-0.1051,0.8244,0.4689,0.3555,1.8635,0.5812,1.2822,2.0653,0.6004,1.4649,2.2845,0.6752,1.6093,,,,,,,,,,,,,,,,
2013-01,actual,0.0820,0.7381,,,,73.8,,,,0.0657,0.0970,-0.0313,0.1615,0.2831,-0.1216,0.7808,0.4415,0.3393,1.8836,0.5601,1.3235,2.0809,0.5894,1.4915,2.3021,0.6693,1.6329,,,,,,,,,,,,,,,,
2013-02,actual,0.0830,0.6244,,,,62.4,,,,0.0451,0.0875,-0.0424,0.1281,0.2569,-0.1289,0.6923,0.4077,0.2847,1.7463,0.5324,1.2139,1.9165,0.5707,1.3458,2.1140,0.6560,1.4580,,,,,,,,,,,,,,,,
2013-03,actual,0.0580,0.5635,,,,56.4,,,,0.0529,0.0882,-0.0352,0.1323,0.2397,-0.1074,0.5775,0.3785,0.1990,1.4956,0.5013,0.9943,1.6374,0.5413,1.0961,1.7481,0.6268,1.1212,,,,,,,,,,,,,,,,
2013-04,actual,0.0710,0.3384,,,,33.8,,,,0.1211,0.1104,0.0107,0.2435,0.2696,-0.0261,0.6115,0.4131,0.1983,1.6023,0.5349,1.0674,1.7295,0.5738,1.1557,1.7753,0.6591,1.1161,,,,,,,,,,,,,,,,
2013-05,actual,0.0730,0.8787,,,,87.9,,,,0.1400,0.1181,0.0219,0.3664,0.3325,0.0339,0.8746,0.5088,0.3658,1.7127,0.6316,1.0812,1.8311,0.6572,1.1739,1.9500,0.7399,1.2101,,,,,,,,,,,,,,,,
2013-06,actual,0.0700,1.1704,,,,117.0,,,,0.1301,0.1175,0.0126,0.3043,0.3292,-0.0248,0.8526,0.5021,0.3505,1.8073,0.6265,1.1808,1.9213,0.6574,1.2640,1.9947,0.7455,1.2492,,,,,,,,,,,,,,,,
2013-07,actual,0.0730,1.4324,,,,143.2,,,,0.1157,0.1117,0.0041,0.2795,0.3127,-0.0332,0.8093,0.4799,0.3294,1.8153,0.6064,1.2089,1.9132,0.6425,1.2708,1.9758,0.7341,1.2417,,,,,,,,,,,,,,,,
2013-08,actual,0.0720,1.4782,,,,147.8,,,,0.1117,0.1058,0.0060,0.2560,0.2893,-0.0332,0.7491,0.4475,0.3016,1.7607,0.5758,1.1849,1.8614,0.6170,1.2444,1.9627,0.7096,1.2531,,,,,,,,,,,,,,,,
2013-09,actual,0.0620,1.4713,,,,147.1,,,,0.1071,0.0993,0.0078,0.2223,0.2736,-0.0513,0.6950,0.4293,0.2656,1.6908,0.5645,1.1263,1.7985,0.6137,1.1848,1.8874,0.7098,1.1776,,,,,,,,,,,,,,,,
2013-10,actual,0.0720,1.4353,,,,143.5,,,,0.1016,0.0939,0.0077,0.1882,0.2322,-0.0440,0.6114,0.3673,0.2441,1.6347,0.5031,1.1316,1.7427,0.5606,1.1821,1.8111,0.6581,1.1530,,,,,,,,,,,,,,,,
2013-11,actual,0.0710,1.7764,,,,177.6,,,,0.0864,0.0942,-0.0078,0.1770,0.2459,-0.0689,0.6232,0.3922,0.2310,1.6305,0.5354,1.0951,1.7584,0.5957,1.1626,1.8497,0.6945,1.1552,,,,,,,,,,,,,,,,
2013-12,actual,0.0680,1.8654,,,,186.5,,,,0.1022,0.1000,0.0021,0.2418,0.2964,-0.0546,0.7497,0.4667,0.2830,1.7033,0.6038,1.0995,1.8207,0.6487,1.1720,1.8690,0.7432,1.1258,,,,,,,,,,,,,,,,
2014-01,actual,0.0710,1.4041,,,,140.4,,,,0.0880,0.0978,-0.0097,0.1888,0.2553,-0.0665,0.6371,0.4092,0.2279,1.5946,0.5622,1.0324,1.7353,0.6290,1.1063,1.8074,0.7306,1.0768,,,,,,,,,,,,,,,,
2014-02,actual,0.0720,1.3376,,,,133.8,,,,0.0766,0.0983,-0.0217,0.1753,0.2597,-0.0844,0.6050,0.4169,0.1881,1.5951,0.5711,1.0240,1.7491,0.6380,1.1111,1.8201,0.7388,1.0813,,,,,,,,,,,,,,,,
2014-03,actual,0.0440,1.1512,,,,115.1,,,,0.0932,0.1006,-0.0075,0.2006,0.2774,-0.0768,0.6422,0.4448,0.1974,1.6426,0.6021,1.0405,1.8074,0.6687,1.1386,1.8868,0.7698,1.1170,,,,,,,,,,,,,,,,
2014-04,actual,0.0650,1.0838,,,,108.4,,,,0.0952,0.1005,-0.0053,0.1986,0.2579,-0.0593,0.6334,0.4163,0.2171,1.6299,0.5776,1.0523,1.8075,0.6510,1.1565,1.9032,0.7531,1.1501,,,,,,,,,,,,,,,,
2014-05,actual,0.0690,0.8768,,,,87.7,,,,0.0953,0.0986,-0.0033,0.1911,0.2389,-0.0478,0.6039,0.3888,0.2151,1.6021,0.5523,1.0498,1.7871,0.6309,1.1562,1.8935,0.7334,1.1601,,,,,,,,,,,,,,,,
2014-06,actual,0.0580,0.8657,,,,86.6,,,,0.0780,0.1020,-0.0240,0.1645,0.2389,-0.0745,0.5757,0.3902,0.1855,1.5478,0.5626,0.9852,1.7660,0.6486,1.1174,1.9086,0.7525,1.1560,,,,,,,,,,,,,,,,
2014-07,actual,0.0650,0.7135,,,,71.4,,,,0.0742,0.1002,-0.0261,0.1573,0.2314,-0.0740,0.5571,0.3797,0.1774,1.5404,0.5506,0.9898,1.7739,0.6356,1.1383,1.8967,0.7368,1.1598,,,,,,,,,,,,,,,,
2014-08,actual,0.0700,0.4432,,,,44.3,,,,0.0778,0.1025,-0.0247,0.1672,0.2239,-0.0567,0.5202,0.3714,0.1488,1.4732,0.5517,0.9215,1.7171,0.6463,1.0709,1.8986,0.7502,1.1484,,,,,,,,,,,,,,,,
2014-09,actual,0.0290,0.5709,,,,57.1,,,,0.0798,0.1072,-0.0274,0.1768,0.2398,-0.0630,0.5312,0.3908,0.1405,1.4737,0.5700,0.9037,1.7064,0.6627,1.0438,1.8657,0.7680,1.0977,,,,,,,,,,,,,,,,
2014-10,actual,0.0600,0.4850,,,,48.5,,,,0.0320,0.0987,-0.0666,0.1362,0.2224,-0.0862,0.4708,0.3748,0.0960,1.4119,0.5642,0.8477,1.6848,0.6649,1.0199,1.8724,0.7696,1.1029,,,,,,,,,,,,,,,,
2014-11,actual,0.0670,0.2735,,,,27.4,,,,0.0119,0.0841,-0.0722,0.1055,0.1963,-0.0908,0.4386,0.3330,0.1056,1.3262,0.5076,0.8186,1.4999,0.6005,0.8994,1.6533,0.7084,0.9449,,,,,,,,,,,,,,,,
2014-12,actual,0.0660,0.0420,,,,4.2,,,,-0.0394,0.0783,-0.1176,0.0105,0.1805,-0.1700,0.3230,0.3117,0.0113,1.1620,0.4912,0.6708,1.3351,0.5906,0.7444,1.4661,0.7022,0.7639,,,,,,,,,,,,,,,,
2015-01,actual,0.0710,-0.2647,,,,-26.5,,,,0.0119,0.0832,-0.0713,0.0486,0.1833,-0.1347,0.2931,0.3176,-0.0245,1.1679,0.4983,0.6696,1.3800,0.5978,0.7821,1.5062,0.7050,0.8012,,,,,,,,,,,,,,,,
2015-02,actual,0.0740,-0.0555,,,,-5.6,,,,0.0146,0.0972,-0.0826,0.0770,0.2120,-0.1350,0.3575,0.3540,0.0035,1.2846,0.5346,0.7500,1.5070,0.6317,0.8753,1.6602,0.7381,0.9221,,,,,,,,,,,,,,,,
2015-03,actual,0.0150,-0.0338,,,,-3.4,,,,0.0424,0.1031,-0.0606,0.1408,0.2340,-0.0933,0.4043,0.3796,0.0247,1.2444,0.5522,0.6922,1.4227,0.6400,0.7827,1.5447,0.7457,0.7990,,,,,,,,,,,,,,,,
2015-04,actual,0.0630,0.1488,,,,14.9,,,,0.0013,0.0942,-0.0929,0.0915,0.2201,-0.1286,0.3433,0.3666,-0.0234,1.2431,0.5456,0.6976,1.4290,0.6396,0.7894,1.5845,0.7477,0.8368,,,,,,,,,,,,,,,,
2015-05,actual,0.0730,0.2499,,,,25.0,,,,-0.0048,0.0968,-0.1016,0.1130,0.2315,-0.1184,0.4130,0.3838,0.0292,1.3433,0.5627,0.7806,1.5473,0.6538,0.8935,1.6995,0.7593,0.9402,,,,,,,,,,,,,,,,
2015-06,actual,0.0110,0.4891,,,,48.9,,,,0.0000,0.1041,-0.1041,0.1189,0.2597,-0.1408,0.4590,0.4189,0.0401,1.3240,0.5923,0.7316,1.5254,0.6753,0.8501,1.6674,0.7792,0.8881,,,,,,,,,,,,,,,,
2015-07,actual,0.0640,0.2504,,,,25.0,,,,0.0002,0.1039,-0.1037,0.0999,0.2422,-0.1423,0.4221,0.3912,0.0309,1.2932,0.5581,0.7351,1.5052,0.6376,0.8677,1.6428,0.7367,0.9061,,,,,,,,,,,,,,,,
2015-08,actual,0.0710,0.2655,,,,26.6,,,,-0.0004,0.1026,-0.1030,0.0819,0.2370,-0.1551,0.3995,0.3835,0.0160,1.2930,0.5500,0.7430,1.4995,0.6303,0.8692,1.6385,0.7305,0.9080,,,,,,,,,,,,,,,,
2015-09,actual,0.0100,0.2046,,,,20.5,,,,0.0019,0.0929,-0.0910,0.0697,0.2151,-0.1453,0.3519,0.3543,-0.0024,1.2736,0.5249,0.7487,1.4671,0.6134,0.8537,1.6092,0.7184,0.8909,,,,,,,,,,,,,,,,
2015-10,actual,0.0740,0.1834,,,,18.3,,,,0.0032,0.0912,-0.0880,0.0528,0.2037,-0.1509,0.3111,0.3398,-0.0287,1.2188,0.5090,0.7099,1.4173,0.5964,0.8209,1.5678,0.6990,0.8688,,,,,,,,,,,,,,,,
2015-11,actual,0.0760,0.1318,,,,13.2,,,,-0.0113,0.0893,-0.1005,0.0514,0.1978,-0.1463,0.3211,0.3326,-0.0115,1.2285,0.5018,0.7267,1.4483,0.5887,0.8596,1.6034,0.6883,0.9151,,,,,,,,,,,,,,,,
2015-12,actual,0.0380,0.1120,,,,11.2,,,,-0.0423,0.1007,-0.1430,0.0148,0.2038,-0.1890,0.2669,0.3317,-0.0648,1.1056,0.4986,0.6070,1.3517,0.5841,0.7676,1.4828,0.6805,0.8023,,,,,,,,,,,,,,,,
2016-01,actual,0.0660,-0.0203,,,,-2.0,,,,-0.0739,-0.0097,-0.0642,-0.0767,0.0825,-0.1592,0.1085,0.2273,-0.1188,0.9390,0.4237,0.5153,1.1576,0.5335,0.6241,1.3051,0.6427,0.6624,,,,,,,,,,,,,,,,
2016-02,actual,-0.0010,-0.2455,,,,-24.6,,,,-0.2360,-0.1518,-0.0842,-0.2604,-0.0637,-0.1967,-0.0626,0.1087,-0.1713,0.6868,0.3463,0.3405,0.9576,0.4836,0.4740,1.0987,0.5998,0.4989,,,,,,,,,,,,,,,,
2016-03,actual,-0.0020,-0.1698,,,,-17.0,,,,-0.2173,-0.1553,-0.0620,-0.2045,-0.0921,-0.1124,-0.0468,0.0513,-0.0981,0.5212,0.2675,0.2536,0.5864,0.3961,0.1902,0.6579,0.5213,0.1367,,,,,,,,,,,,,,,,
2016-04,actual,-0.0560,-0.1865,,,,-18.6,,,,-0.2553,-0.1772,-0.0781,-0.2132,-0.1032,-0.1100,-0.0762,0.0401,-0.1163,0.3412,0.2514,0.0898,0.3755,0.3734,0.0020,0.4232,0.4984,-0.0752,,,,,,,,,,,,,,,,
2016-05,actual,-0.0540,-0.2876,,,,-28.8,,,,-0.2512,-0.1985,-0.0527,-0.2665,-0.1346,-0.1319,-0.1088,0.0089,-0.1177,0.2887,0.2302,0.0585,0.3348,0.3623,-0.0275,0.3713,0.4921,-0.1208,,,,,,,,,,,,,,,,
2016-06,actual,-0.0640,-0.5142,,,,-51.4,,,,-0.3047,-0.2358,-0.0689,-0.3223,-0.2108,-0.1115,-0.2374,-0.0805,-0.1569,0.1031,0.1570,-0.0539,0.1489,0.3090,-0.1601,0.1629,0.4445,-0.2816,,,,,,,,,,,,,,,,
2016-07,actual,-0.0460,-0.6168,,,,-61.7,,,,-0.2531,-0.1594,-0.0937,-0.2445,-0.1411,-0.1034,-0.1714,-0.0261,-0.1453,0.2267,0.1969,0.0298,0.2858,0.3406,-0.0548,0.3393,0.4708,-0.1315,,,,,,,,,,,,,,,,
2016-08,actual,-0.0480,-0.6186,,,,-61.9,,,,-0.2034,-0.1647,-0.0387,-0.1775,-0.1243,-0.0531,-0.0541,-0.0003,-0.0538,0.3801,0.2104,0.1697,0.4359,0.3388,0.0970,0.4888,0.4628,0.0260,,,,,,,,,,,,,,,,
2016-09,actual,-0.0600,-0.5242,,,,-52.4,,,,-0.3114,-0.1536,-0.1577,-0.2632,-0.1278,-0.1354,-0.0757,-0.0149,-0.0608,0.4059,0.2025,0.2033,0.4760,0.3411,0.1349,0.5302,0.4695,0.0607,,,,,,,,,,,,,,,,
2016-10,actual,-0.0470,-0.2774,,,,-27.7,,,,-0.2561,-0.0836,-0.1725,-0.1847,-0.0675,-0.1172,-0.0438,0.0308,-0.0746,0.4376,0.2399,0.1977,0.5294,0.3755,0.1539,0.5841,0.5004,0.0838,,,,,,,,,,,,,,,,
2016-11,actual,-0.0540,0.1354,,,,13.5,,,,-0.1721,-0.0602,-0.1119,-0.0969,-0.0297,-0.0672,0.0277,0.0687,-0.0410,0.5082,0.2604,0.2479,0.5892,0.3791,0.2101,0.6480,0.4971,0.1509,,,,,,,,,,,,,,,,
2016-12,actual,-0.0580,0.1865,,,,18.7,,,,-0.1958,-0.0356,-0.1603,-0.1004,-0.0020,-0.0984,0.0420,0.0923,-0.0503,0.6365,0.2775,0.3589,0.7319,0.3920,0.3398,0.7929,0.5074,0.2855,,,,,,,,,,,,,,,,
2017-01,actual,-0.0580,0.1794,,,,17.9,,,,-0.2083,-0.0157,-0.1926,-0.0883,0.0372,-0.1254,0.1004,0.1351,-0.0347,0.7292,0.3076,0.4216,0.8385,0.4074,0.4310,0.9059,0.5158,0.3901,,,,,,,,,,,,,,,,
2017-02,actual,-0.0480,0.0179,,,,1.8,,,,-0.2779,-0.0193,-0.2587,-0.1564,0.0348,-0.1912,0.0615,0.1326,-0.0711,0.6991,0.3065,0.3926,0.8145,0.4072,0.4073,0.8813,0.5161,0.3652,,,,,,,,,,,,,,,,
2017-03,actual,-0.0600,-0.0019,,,,-0.2,,,,-0.2113,-0.0068,-0.2045,-0.1178,0.0551,-0.1729,0.0730,0.1596,-0.0866,0.7103,0.3341,0.3761,0.8644,0.4330,0.4314,0.9599,0.5385,0.4214,,,,,,,,,,,,,,,,
2017-04,actual,-0.0740,-0.0866,,,,-8.7,,,,-0.2040,-0.0327,-0.1713,-0.1508,0.0180,-0.1688,0.0195,0.1246,-0.1051,0.6395,0.3137,0.3257,0.8082,0.4267,0.3814,0.9145,0.5381,0.3764,,,,,,,,,,,,,,,,
2017-05,actual,-0.0650,-0.2041,,,,-20.4,,,,-0.1585,-0.0239,-0.1346,-0.1087,0.0301,-0.1388,0.0565,0.1396,-0.0830,0.6508,0.3277,0.3231,0.8313,0.4386,0.3927,0.9992,0.5479,0.4513,,,,,,,,,,,,,,,,
2017-06,actual,-0.0690,-0.1681,,,,-16.8,,,,-0.1055,-0.0170,-0.0885,-0.0571,0.0433,-0.1004,0.0929,0.1579,-0.0650,0.6748,0.3453,0.3295,0.8706,0.4534,0.4171,1.0744,0.5601,0.5143,,,,,,,,,,,,,,,,
2017-07,actual,-0.0640,-0.1247,,,,-12.5,,,,-0.1074,-0.0137,-0.0937,-0.0497,0.0516,-0.1013,0.0794,0.1713,-0.0918,0.6783,0.3614,0.3168,0.8936,0.4702,0.4234,1.1267,0.5754,0.5513,,,,,,,,,,,,,,,,
2017-08,actual,-0.0660,-0.3254,,,,-32.5,,,,-0.1634,-0.0218,-0.1416,-0.1310,0.0323,-0.1633,0.0150,0.1450,-0.1300,0.6381,0.3391,0.2991,0.8491,0.4547,0.3945,1.0786,0.5642,0.5144,,,,,,,,,,,,,,,,
2017-09,actual,-0.0630,-0.2105,,,,-21.0,,,,-0.1242,-0.0133,-0.1109,-0.0695,0.0627,-0.1322,0.0666,0.1873,-0.1207,0.6609,0.3740,0.2869,0.8856,0.4771,0.4086,1.1096,0.5794,0.5302,,,,,,,,,,,,,,,,
2017-10,actual,-0.0460,-0.2608,,,,-26.1,,,,-0.1594,0.0047,-0.1641,-0.0863,0.0834,-0.1697,0.0724,0.2015,-0.1291,0.6811,0.3768,0.3042,0.8847,0.4708,0.4139,1.1008,0.5706,0.5302,,,,,,,,,,,,,,,,
2017-11,actual,-0.0550,-0.3530,,,,-35.3,,,,-0.1495,0.0030,-0.1526,-0.1047,0.0822,-0.1870,0.0493,0.1979,-0.1486,0.6543,0.3683,0.2860,0.8475,0.4589,0.3886,1.0345,0.5585,0.4760,,,,,,,,,,,,,,,,
2017-12,actual,-0.0620,-0.4713,,,,-47.1,,,,-0.1296,0.0029,-0.1325,-0.0927,0.0813,-0.1740,0.0505,0.1967,-0.1463,0.6392,0.3668,0.2724,0.8283,0.4572,0.3711,1.0040,0.5568,0.4473,,,,,,,,,,,,,,,,
2018-01,actual,-0.0500,-0.3423,,,,-34.2,,,,-0.1212,0.0012,-0.1224,-0.0736,0.0859,-0.1596,0.0906,0.2025,-0.1120,0.6602,0.3656,0.2946,0.8306,0.4486,0.3820,0.9894,0.5460,0.4434,,,,,,,,,,,,,,,,
2018-02,actual,-0.0530,-0.2041,,,,-20.4,,,,-0.1526,-0.0057,-0.1469,-0.1096,0.0713,-0.1809,0.0606,0.1835,-0.1229,0.6208,0.3496,0.2711,0.7807,0.4372,0.3435,0.9233,0.5376,0.3857,,,,,,,,,,,,,,,,
2018-03,actual,-0.0680,-0.4073,,,,-40.7,,,,-0.1297,-0.0040,-0.1257,-0.1014,0.0732,-0.1746,0.0512,0.1862,-0.1351,0.5876,0.3537,0.2339,0.7578,0.4423,0.3155,0.9125,0.5426,0.3699,,,,,,,,,,,,,,,,
2018-04,actual,-0.0670,-0.3415,,,,-34.2,,,,-0.1295,-0.0064,-0.1231,-0.0918,0.0740,-0.1658,0.0636,0.1888,-0.1252,0.5981,0.3550,0.2431,0.7640,0.4415,0.3226,0.8996,0.5410,0.3586,,,,,,,,,,,,,,,,
2018-05,actual,-0.0650,-0.4143,,,,-41.4,,,,-0.1414,-0.0098,-0.1316,-0.1052,0.0715,-0.1766,0.0530,0.1885,-0.1355,0.5645,0.3581,0.2063,0.7403,0.4467,0.2936,0.8975,0.5465,0.3510,,,,,,,,,,,,,,,,
2018-06,actual,-0.0690,-0.3801,,,,-38.0,,,,-0.1256,-0.0152,-0.1104,-0.0984,0.0651,-0.1635,0.0467,0.1823,-0.1356,0.5646,0.3520,0.2127,0.7353,0.4410,0.2943,0.8930,0.5415,0.3515,,,,,,,,,,,,,,,,
2018-07,actual,-0.0650,-0.3693,,,,-36.9,,,,-0.1183,-0.0175,-0.1008,-0.0856,0.0747,-0.1603,0.0624,0.1972,-0.1348,0.5915,0.3606,0.2309,0.7567,0.4414,0.3153,0.8980,0.5384,0.3596,,,,,,,,,,,,,,,,
2018-08,actual,-0.0550,-0.4525,,,,-45.2,,,,-0.1138,-0.0063,-0.1075,-0.0615,0.0946,-0.1562,0.1223,0.2198,-0.0974,0.6803,0.3771,0.3032,0.8507,0.4507,0.4000,1.0036,0.5441,0.4596,,,,,,,,,,,,,,,,
2018-09,actual,-0.0640,-0.3453,,,,-34.5,,,,-0.1113,-0.0002,-0.1111,-0.0507,0.1089,-0.1595,0.1487,0.2369,-0.0882,0.7217,0.3914,0.3303,0.9064,0.4610,0.4454,1.0736,0.5517,0.5218,,,,,,,,,,,,,,,,
2018-10,actual,-0.0680,-0.2186,,,,-21.9,,,,-0.1307,-0.0034,-0.1273,-0.0751,0.1002,-0.1753,0.1358,0.2236,-0.0879,0.7211,0.3777,0.3434,0.8940,0.4488,0.4451,1.0397,0.5415,0.4982,,,,,,,,,,,,,,,,
2018-11,actual,-0.0620,-0.3749,,,,-37.5,,,,-0.1410,-0.0163,-0.1247,-0.1016,0.0710,-0.1726,0.1057,0.1915,-0.0859,0.6587,0.3593,0.2994,0.8396,0.4449,0.3946,0.9834,0.5436,0.4397,,,,,,,,,,,,,,,,
2018-12,actual,-0.0550,-0.5307,,,,-53.1,,,,-0.1466,-0.0314,-0.1152,-0.1392,0.0360,-0.1753,0.0187,0.1503,-0.1316,0.5712,0.3286,0.2426,0.7389,0.4278,0.3111,0.8704,0.5334,0.3370,,,,,,,,,,,,,,,,
2019-01,actual,-0.0600,-0.5895,,,,-59.0,,,,-0.1713,-0.0529,-0.1185,-0.1655,0.0073,-0.1729,0.0125,0.1231,-0.1106,0.4983,0.3113,0.1870,0.6613,0.4192,0.2421,0.7703,0.5288,0.2414,,,,,,,,,,,,,,,,
2019-02,actual,-0.0540,-0.5179,,,,-51.8,,,,-0.1521,-0.0577,-0.0944,-0.1585,0.0062,-0.1648,-0.0105,0.1231,-0.1336,0.4745,0.3057,0.1687,0.6153,0.4082,0.2071,0.7112,0.5166,0.1947,,,,,,,,,,,,,,,,
